user_id,date,conversion,sessions_duration,sessions_number
1,2024-06-27,0,42.09798017216344,1
2,2024-06-30,1,37.34481941737235,6
3,2024-06-25,1,54.26902015240492,7
4,2024-06-28,0,35.468540137237696,3
5,2024-06-29,0,24.950643298651265,9
6,2024-06-27,1,41.95274524129837,0
7,2024-06-25,1,37.71108204877573,4
8,2024-06-24,1,6.469813221013574,1
9,2024-06-27,1,27.1191243624347,4
10,2024-06-26,0,12.66994190768801,6
11,2024-06-25,0,21.14434459425234,4
12,2024-06-24,0,42.786030902891035,7
13,2024-06-27,1,24.295307735300668,6
14,2024-06-24,0,25.062278357083454,7
15,2024-06-30,0,24.34191416647721,3
16,2024-06-25,0,49.24949709510115,6
17,2024-06-24,1,28.6916873964071,6
18,2024-06-28,0,44.71913302872204,4
19,2024-06-25,0,9.66775301919818,5
20,2024-06-27,0,29.9505765194328,7
21,2024-06-29,1,6.105170967371592,4
22,2024-06-28,0,28.603273756518696,5
23,2024-06-24,1,27.201804438777213,2
24,2024-06-26,0,17.523915859737468,6
25,2024-06-27,0,27.81346977356802,4
26,2024-06-25,0,25.167683228949777,3
27,2024-06-30,0,30.089313092395635,3
28,2024-06-24,0,37.57860684582214,9
29,2024-06-24,1,28.6965854933311,7
30,2024-06-30,1,31.022205186601685,2
31,2024-06-26,1,38.575683536144204,6
32,2024-06-30,0,37.10791611966173,9
33,2024-06-30,0,34.78238880094979,4
34,2024-06-29,0,43.5607726977096,6
35,2024-06-24,0,41.54797340855696,7
36,2024-06-26,0,22.28836224151997,5
37,2024-06-28,1,41.11086457992099,5
38,2024-06-26,0,10.341357562714244,7
39,2024-06-30,0,48.470708856561885,3
40,2024-06-30,0,40.69724020848153,4
41,2024-06-29,0,20.8553819711626,1
42,2024-06-25,0,36.859996257415276,2
43,2024-06-25,0,35.59413309721695,7
44,2024-06-25,1,48.83988252779285,3
45,2024-06-25,0,29.43345323050525,2
46,2024-06-27,0,7.634369906501746,2
47,2024-06-26,1,28.00329229468546,1
48,2024-06-24,1,20.918746259407737,10
49,2024-06-25,0,56.56475228868422,5
50,2024-06-26,0,52.620284705351835,4
51,2024-06-26,1,26.48847718311436,4
52,2024-06-25,1,55.111513570641,4
53,2024-06-27,0,36.255517980944276,1
54,2024-06-29,0,45.48404541783937,6
55,2024-06-24,1,24.004940410406643,7
56,2024-06-24,0,35.06591415585047,4
57,2024-06-26,0,42.5570298735456,3
58,2024-06-29,0,31.51588988214257,6
59,2024-06-26,1,42.72050097992178,3
60,2024-06-27,0,20.149638037470915,3
61,2024-06-30,1,25.05686628722706,2
62,2024-06-26,1,41.6164963036925,3
63,2024-06-28,1,30.461375701669272,8
64,2024-06-29,1,38.91121722481084,5
65,2024-06-30,0,47.34628551377249,4
66,2024-06-28,0,38.65675753324391,4
67,2024-06-27,1,25.533350262875185,6
68,2024-06-28,0,27.10759790580498,3
69,2024-06-26,1,27.00619917488705,4
70,2024-06-25,0,43.93476053527888,6
71,2024-06-30,0,33.01609319510994,3
72,2024-06-25,1,30.51336660285054,3
73,2024-06-28,0,49.5774297316234,4
74,2024-06-28,1,28.913002302405804,2
75,2024-06-28,0,34.411363117285994,4
76,2024-06-26,0,29.86408801729561,6
77,2024-06-24,1,49.00616878589237,6
78,2024-06-25,1,5.050612042971785,4
79,2024-06-27,0,36.47563321344635,4
80,2024-06-26,1,51.5334797241274,2
81,2024-06-30,0,43.68202970057826,8
82,2024-06-27,0,40.972421394949,7
83,2024-06-28,1,30.10516957615659,5
84,2024-06-29,0,60.049961500674655,10
85,2024-06-30,0,29.33564492984303,2
86,2024-06-30,1,24.04119286377589,4
87,2024-06-30,1,39.378056275276634,6
88,2024-06-29,0,37.97263194172243,5
89,2024-06-26,1,34.52978094129051,6
90,2024-06-24,0,44.21472538329624,6
91,2024-06-28,0,42.452507132999656,5
92,2024-06-27,1,50.89793221716201,5
93,2024-06-25,0,41.12536829446999,4
94,2024-06-26,1,36.265474147936715,5
95,2024-06-27,0,37.2033909400832,1
96,2024-06-28,0,49.126284130315284,8
97,2024-06-26,0,51.013642066049755,7
98,2024-06-28,1,16.812518175588163,5
99,2024-06-29,1,33.85187056881171,2
100,2024-06-30,1,57.34382124286594,2
101,2024-06-29,0,42.149085534397855,6
102,2024-06-24,0,28.313139690405528,8
103,2024-06-27,0,34.11443804929471,4
104,2024-06-29,0,26.316509136989723,4
105,2024-06-24,0,33.57515912309082,8
106,2024-06-27,1,36.20430419795249,6
107,2024-06-26,0,55.73760350405467,6
108,2024-06-30,0,22.179643524307796,2
109,2024-06-30,0,44.5135636611477,5
110,2024-06-27,1,36.10856241153259,3
111,2024-06-26,0,14.972215131649769,2
112,2024-06-26,0,31.879383420175483,0
113,2024-06-30,0,33.03137586573829,7
114,2024-06-24,0,30.11884645881665,6
115,2024-06-29,1,24.003523936561166,3
116,2024-06-24,0,41.78084368127716,4
117,2024-06-24,0,24.504395405418848,9
118,2024-06-24,1,48.24428525409198,6
119,2024-06-28,1,55.802555971018485,4
120,2024-06-25,0,42.47691915784797,5
121,2024-06-29,1,39.959360766400906,9
122,2024-06-25,1,52.609271437498606,3
123,2024-06-30,1,38.9136598921918,1
124,2024-06-24,0,55.4650342612144,4
125,2024-06-26,0,38.178892215226576,3
126,2024-06-25,0,19.699497797024435,6
127,2024-06-27,0,25.47459293613429,4
128,2024-06-27,1,41.487247194505414,7
129,2024-06-29,1,1.7720950750688402,7
130,2024-06-25,0,17.673169236862368,3
131,2024-06-25,0,29.498368179497383,6
132,2024-06-29,0,33.16641011116018,4
133,2024-06-26,0,36.44313541596478,6
134,2024-06-27,1,19.920827698024336,5
135,2024-06-29,0,30.370457764009828,4
136,2024-06-28,0,28.88130751291694,3
137,2024-06-28,1,48.1680198391431,5
138,2024-06-25,1,17.45670529793231,6
139,2024-06-25,1,41.796264336739625,5
140,2024-06-24,1,16.10037690869946,2
141,2024-06-28,0,58.87495398642303,4
142,2024-06-26,0,40.609653422974795,5
143,2024-06-30,0,29.672071060105544,3
144,2024-06-24,1,41.68952213314773,0
145,2024-06-28,0,46.192320131434,4
146,2024-06-24,0,32.534217301400446,4
147,2024-06-30,1,51.33436914444547,2
148,2024-06-28,0,57.29920020240142,3
149,2024-06-25,0,38.766903640980615,4
150,2024-06-25,0,20.94198034476304,9
151,2024-06-28,0,34.55721795563211,2
152,2024-06-26,0,36.415607926226286,7
153,2024-06-25,0,54.33265546122121,5
154,2024-06-26,0,43.274086122383736,3
155,2024-06-30,1,41.672845931063485,5
156,2024-06-27,0,44.65778375211722,7
157,2024-06-30,0,28.255391530428717,3
158,2024-06-27,0,37.001855938791856,2
159,2024-06-26,0,46.59017431084091,5
160,2024-06-28,0,21.89085658398228,6
161,2024-06-30,0,32.627013366741295,4
162,2024-06-26,0,31.654173320321785,7
163,2024-06-30,0,25.532796669278667,6
164,2024-06-26,0,38.00011420359808,7
165,2024-06-29,1,31.922772992201345,2
166,2024-06-27,0,19.735557482657946,5
167,2024-06-28,0,34.66521464088808,7
168,2024-06-26,0,40.175960568982276,4
169,2024-06-27,0,17.95880747151228,4
170,2024-06-25,0,47.83563577932243,2
171,2024-06-26,0,23.39631633019922,3
172,2024-06-25,0,42.88854203777741,2
173,2024-06-26,0,40.02635148782366,3
174,2024-06-24,1,34.898416581945035,8
175,2024-06-28,1,38.43414319940724,6
176,2024-06-28,0,43.41253507468544,3
177,2024-06-24,1,36.88987783235358,6
178,2024-06-26,0,49.776140615796415,9
179,2024-06-25,0,21.26465694876705,4
180,2024-06-30,0,33.38403712083185,3
181,2024-06-24,0,43.94055244750306,7
182,2024-06-28,0,20.744692122510305,2
183,2024-06-27,0,24.693700232673603,3
184,2024-06-30,0,51.472356288592465,1
185,2024-06-28,1,14.822450279431653,3
186,2024-06-28,1,11.625539344070582,10
187,2024-06-29,0,44.657533986168666,4
188,2024-06-28,0,42.85276617690755,5
189,2024-06-24,0,35.3401713195329,7
190,2024-06-25,0,33.811241331348334,6
191,2024-06-28,0,32.33508209243944,4
192,2024-06-30,1,37.043021430930324,6
193,2024-06-28,0,26.80231617932261,2
194,2024-06-30,0,25.934180135304132,5
195,2024-06-25,0,43.15943457005007,0
196,2024-06-28,0,30.69503752013664,1
197,2024-06-30,0,39.21464613300137,2
198,2024-06-29,0,56.51800967154218,2
199,2024-06-29,0,37.568383617681164,3
200,2024-06-28,0,11.683019641850436,5
201,2024-06-27,0,23.433572324678586,6
202,2024-06-25,0,63.53525435433824,4
203,2024-06-26,0,51.116854277796484,4
204,2024-06-29,0,35.38314783520261,7
205,2024-06-25,0,30.00886338026265,7
206,2024-06-26,0,34.50557697500642,5
207,2024-06-24,1,35.61737396681781,1
208,2024-06-30,0,43.1825357563905,3
209,2024-06-29,0,29.92330826937565,2
210,2024-06-25,1,56.42407345049208,3
211,2024-06-29,1,34.139400183291315,5
212,2024-06-26,0,19.83618223120929,7
213,2024-06-28,0,48.390614126129556,5
214,2024-06-25,0,42.48361042429542,5
215,2024-06-27,1,60.2297627873292,5
216,2024-06-29,0,32.37392487666413,4
217,2024-06-25,0,39.13118296069172,2
218,2024-06-30,0,44.197319745173964,4
219,2024-06-25,1,36.08806264573004,7
220,2024-06-28,0,38.03789284940079,4
221,2024-06-30,0,38.96478578356762,5
222,2024-06-24,0,33.73544289892834,7
223,2024-06-25,1,40.28164737151928,6
224,2024-06-29,0,25.99323925043303,3
225,2024-06-25,0,9.35496935629353,8
226,2024-06-29,0,44.09848758850784,3
227,2024-06-25,1,50.258727738809704,8
228,2024-06-25,0,35.87808799904533,4
229,2024-06-24,0,39.279069491626736,6
230,2024-06-29,1,27.100157691653386,2
231,2024-06-29,0,39.690057560153555,9
232,2024-06-28,0,43.63788922243576,1
233,2024-06-25,0,9.274302793418862,4
234,2024-06-26,0,42.2239954308811,2
235,2024-06-25,0,32.91381392200371,4
236,2024-06-26,0,41.06334541755978,4
237,2024-06-30,1,50.346001909940185,5
238,2024-06-26,1,3.3176878850028757,4
239,2024-06-29,1,32.95869931355866,4
240,2024-06-26,0,57.607465630563034,1
241,2024-06-24,0,49.15345564043313,10
242,2024-06-30,1,30.000971431373255,4
243,2024-06-25,0,29.45101863859058,5
244,2024-06-28,1,47.95815093407337,2
245,2024-06-27,1,18.245819885140477,4
246,2024-06-30,0,51.12224626732595,2
247,2024-06-26,1,43.78055148646585,8
248,2024-06-30,1,20.150895344317966,4
249,2024-06-26,0,42.835096846065625,4
250,2024-06-29,0,30.034210082240158,7
251,2024-06-27,0,16.762245081771326,8
252,2024-06-28,1,62.480586265351555,8
253,2024-06-27,0,41.84795294767998,4
254,2024-06-30,1,57.79688999326664,5
255,2024-06-28,0,56.906601582916224,4
256,2024-06-28,0,19.934787347900834,4
257,2024-06-29,1,28.476332809980896,2
258,2024-06-26,1,22.56983386945942,3
259,2024-06-28,0,38.98686468947298,5
260,2024-06-27,1,44.69468166701218,8
261,2024-06-29,1,53.019604768608446,6
262,2024-06-26,0,31.120386565524115,4
263,2024-06-25,0,35.305225099579324,4
264,2024-06-26,0,40.954656721247275,4
265,2024-06-28,1,53.704212576048945,5
266,2024-06-29,1,39.2929833407365,3
267,2024-06-25,0,34.68141494613488,5
268,2024-06-25,1,41.12009985702394,3
269,2024-06-27,1,28.17438267219686,5
270,2024-06-29,1,15.495096485811615,4
271,2024-06-27,0,51.361087158927035,2
272,2024-06-27,1,30.179180091109252,6
273,2024-06-25,1,42.45688271299058,9
274,2024-06-30,0,33.508786085778404,1
275,2024-06-29,0,38.59564880757679,4
276,2024-06-26,1,34.2300742411467,2
277,2024-06-29,0,52.44477147140213,4
278,2024-06-30,0,23.283284901594932,4
279,2024-06-24,0,50.4256124858927,2
280,2024-06-29,0,32.79318357104916,3
281,2024-06-25,1,39.521483151156914,3
282,2024-06-24,1,39.4374904508495,1
283,2024-06-26,0,21.19539548232577,10
284,2024-06-29,1,21.294002976561913,4
285,2024-06-30,1,23.522882192871506,4
286,2024-06-25,0,55.413085600858764,4
287,2024-06-24,0,61.83293913004718,7
288,2024-06-24,0,51.935561406071386,9
289,2024-06-28,1,36.79582211075822,4
290,2024-06-30,0,31.262209601229003,5
291,2024-06-28,1,39.31081881041058,3
292,2024-06-24,0,28.923852825334997,4
293,2024-06-28,1,33.613909921097985,5
294,2024-06-29,1,9.343067112842611,6
295,2024-06-28,0,35.85336717676554,5
296,2024-06-25,0,22.527518016199867,4
297,2024-06-29,1,44.91492955493449,1
298,2024-06-27,1,27.655850821947162,3
299,2024-06-28,0,45.60933004865491,6
300,2024-06-30,0,16.42937965532913,1
301,2024-06-24,1,46.76713301774451,6
302,2024-06-28,0,39.56882905573191,5
303,2024-06-26,0,52.37510929525175,4
304,2024-06-30,0,39.22105649111633,2
305,2024-06-25,0,25.902923103186467,3
306,2024-06-28,0,32.91652458659092,4
307,2024-06-27,0,37.13814816478473,3
308,2024-06-29,1,40.92809622906669,5
309,2024-06-29,1,29.77104339707369,4
310,2024-06-30,0,27.807512947563033,5
311,2024-06-26,0,25.601453663333068,1
312,2024-06-26,0,47.93120729685789,4
313,2024-06-24,0,43.06375154110531,5
314,2024-06-29,1,32.875003852296196,3
315,2024-06-24,0,30.053445780029413,3
316,2024-06-27,1,44.30586865024188,3
317,2024-06-30,0,40.51364166468358,4
318,2024-06-30,1,10.896959270498655,3
319,2024-06-29,0,29.996281446734976,6
320,2024-06-29,0,29.079106494008677,4
321,2024-06-28,0,45.31277208061786,5
322,2024-06-25,0,58.6334133841267,4
323,2024-06-26,1,29.793535082589663,3
324,2024-06-29,0,63.80619251782377,6
325,2024-06-28,0,35.75025179179431,1
326,2024-06-24,0,47.210798471436505,9
327,2024-06-24,1,37.67345891378815,2
328,2024-06-28,1,45.22158580969055,8
329,2024-06-27,1,30.686344120601362,3
330,2024-06-26,0,64.86950254990732,6
331,2024-06-27,0,30.060115335413947,4
332,2024-06-26,0,55.25028153334538,13
333,2024-06-28,1,21.50805235781883,6
334,2024-06-26,1,26.27550171161268,4
335,2024-06-25,0,46.40938657900027,5
336,2024-06-26,1,30.58115970159043,5
337,2024-06-26,1,46.15424657644501,7
